title, statement, issue, date, link
President Donald J Trump Is Strengthening Our Strategic Partnership With India, Fact Sheets, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-strengthening-strategic-partnership-india/
Text of a Notice on the Continuation of the National Emergency with Respect to Cuba, Statements & Releases, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-cuba-2/
Message to the Congress on the Continuation of the National Emergency with Respect to Cuba, Statements & Releases, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/message-congress-continuation-national-emergency-respect-cuba/
Text of a Notice on the Continuation of the National Emergency with Respect to Ukraine, Statements & Releases, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-ukraine-2/
Message to the Congress on the Continuation of the National Emergency with Respect to Ukraine, Statements & Releases, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/message-congress-continuation-national-emergency-respect-ukraine/
Remarks by Vice President Pence at the Michigan Farm Bureau Lansing Legislative Seminar, Remarks, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-michigan-farm-bureau-lansing-legislative-seminar/
Statement from the Press Secretary, Statements & Releases, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-115/
Remarks by President Trump in Press Conference, Remarks, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-press-conference-4/
Joint Statement: Vision and Principles for the United States-India Comprehensive Global Strategic Partnership, Statements & Releases, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/joint-statement-vision-principles-united-states-india-comprehensive-global-strategic-partnership/
Eight Nominations Sent to the Senate, Nominations & Appointments, None,                 Feb 25  2020, https://www.whitehouse.gov/presidential-actions/eight-nominations-sent-senate-3/
White House Disburses Record Funds for High Intensity Drug Trafficking Areas Program, Statements & Releases, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/white-house-disburses-record-funds-high-intensity-drug-trafficking-areas-program/
Remarks by President Trump and Prime Minister Modi of India Before Bilateral Meeting, Remarks, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-modi-india-bilateral-meeting/
Remarks by President Trump and Prime Minister Modi of India in Joint Press Statement, Remarks, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-modi-india-joint-press-statement-2/
Remarks by President Trump at a Namaste Trump Rally, Remarks, None,                 Feb 24  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-namaste-trump-rally/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 Feb 23  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-83/
Statement from the Press Secretary, Statements & Releases, None,                 Feb 22  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-114/
President Donald J Trump Amends West Virginia Disaster Declaration, Statements & Releases, None,                 Feb 21  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-amends-west-virginia-disaster-declaration/
President Donald J Trump Announces Intent to Appoint Individual to a Key Administration Post, Nominations & Appointments, None,                 Feb 21  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-appoint-individual-key-administration-post-7/
President Trump Announces Presidential Delegation to the Oriental Republic of Uruguay to Attend the Inauguration of Dr Luis Lacalle Pou, Statements & Releases, None,                 Feb 21  2020, https://www.whitehouse.gov/briefings-statements/president-trump-announces-presidential-delegation-oriental-republic-uruguay-attend-inauguration-dr-luis-lacalle-pou/
Memorandum on the Delegation of Certain Functions and Authorities under the National Defense Authorization Act for Fiscal Year 2020, Presidential Memoranda, None,                 Feb 21  2020, https://www.whitehouse.gov/presidential-actions/memorandum-delegation-certain-functions-authorities-national-defense-authorization-act-fiscal-year-2020/
Remarks by President Trump at a Commencement Address at Hope for Prisoners Graduation Ceremony | Las Vegas  NV, Remarks, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-commencement-address-hope-prisoners-graduation-ceremony-las-vegas-nv/
The American Dream is for Everyone!, Law & Justice, None,                 Feb 20  2020, https://www.whitehouse.gov/articles/american-dream-everyone/
President Donald J Trump Has Championed Reforms That Are Providing Hope to Forgotten Americans, Fact Sheets, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-championed-reforms-providing-hope-forgotten-americans/
President Donald J Trump Announces Intent to Nominate the Following Individual to a Key Administration Post and the Selection of Other Individuals, Nominations & Appointments, None,                 Feb 20  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-following-individual-key-administration-post-selection-individuals/
Text of a Letter to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/text-letter-speaker-house-representatives-president-senate-15/
Text of a Notice on the Continuation of the National Emergency with Respect to Libya, Statements & Releases, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-libya-2/
Remarks by President Trump to Rural Stakeholders on California Water Accessibility | Bakersfield  CA, Remarks, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-rural-stakeholders-california-water-accessibility-bakersfield-ca/
White House Releases National Drug Interdiction Plan  Border Strategies, Statements & Releases, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/white-house-releases-national-drug-interdiction-plan-border-strategies/
The Historic Results Of President Donald J Trump’s Economic Agenda, Fact Sheets, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/historic-results-president-donald-j-trumps-economic-agenda/
The Trump Economy Benefits Historically-Disadvantaged Americans, Economy & Jobs, None,                 Feb 20  2020, https://www.whitehouse.gov/articles/the-trump-economy-benefits-historically-disadvantaged-americans/
The ‘Trump Bump’ Is Real, Economy & Jobs, None,                 Feb 20  2020, https://www.whitehouse.gov/articles/trump-bump-real/
2020 Economic Report of the President, Economy & Jobs, None,                 Feb 20  2020, https://www.whitehouse.gov/articles/2020-economic-report-of-the-president/
Statement from the Press Secretary, Statements & Releases, None,                 Feb 20  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-113/
Memorandum on Developing and Delivering More Water Supplies in California, Presidential Memoranda, None,                 Feb 19  2020, https://www.whitehouse.gov/presidential-actions/memorandum-developing-delivering-water-supplies-california/
President Trump Celebrates Olympics’ Return to America in 2028!, Economy & Jobs, None,                 Feb 19  2020, https://www.whitehouse.gov/articles/president-trump-celebrates-olympics-return-america-2028/
Remarks by Vice President Pence at a Proton Therapy Institute Roundtable | Hampton  VA, Remarks, None,                 Feb 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-proton-therapy-institute-roundtable-hampton-va/
Remarks by Vice President Pence to NASA Langley Research Center Personnel and Guests | Hampton  VA, Remarks, None,                 Feb 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-nasa-langley-research-center-personnel-guests-hampton-va/
Remarks by President Trump in a Briefing with the US Olympic and Paralympic Committee and LA 2028 Organizers | Beverly Hills  CA, Remarks, None,                 Feb 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-briefing-u-s-olympic-paralympic-committee-la-2028-organizers-beverly-hills-ca/
Presidential Message on the 75th Anniversary of the Battle of Iwo Jima, Statements & Releases, None,                 Feb 19  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-75th-anniversary-battle-iwo-jima/
